,Date,Day,Month,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed ,Injured Min,Injured ,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Weekend
380,23,Tuesday,April,2013,13 Jumada al-Akhirah 1434,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Paramilitary check post near the Shiite neighbourhood,Residential,High,Open,Secratian,Civilian,Shiite,6.0,6.0,37.0,40.0,1.0,,,17.65,63.77,0
381,29,Monday,April,2013,19 Jumada al-Akhirah 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,Jehangir Abad neighbourhood on Arbab Road,Market,High,Open,,Civilian,,8.0,10.0,30.0,45.0,,6kg,Khyber Teaching Hospital,23.69,74.642,0
382,1,Wednesday,May,2013,21 Jumada al-Akhirah 1434,Holiday,Labour Day,,Shikarpur,28.0,68.6667,Sindh,Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi,Mobile,Low,Open,Parliamentary Candidate from National People's Party in Sindh,Civilian,,1.0,1.0,2.0,2.0,,,,30.715,87.287,0
383,7,Tuesday,May,2013,27 Jumada al-Akhirah 1434,Working Day,,,Hangu,33.5351,71.0713,KPK,Near Market in the town of Doaba,Market,High,Open,KP 43 Election Candidate Syed Janan of JUIF,Civilian,,12.0,12.0,35.0,40.0,,,,25.335,77.60300000000001,0
384,8,Wednesday,May,2013,28 Jumada al-Akhirah 1434,Working Day,,5:30am,Bannu,32.935,70.6688,KPK,Domail Police & Rangers station Bannu,Police Rangers,High,Open,Bannu Police & Rangers,Police_Rangers,,2.0,3.0,23.0,27.0,,,Government Hospital Bannu,20.715,69.28699999999999,0
385,11,Saturday,May,2013,01 Rajab 1434,Holiday,General Elections,Evening,Karachi,24.9918,66.9911,Sindh,Manghopir,Military,Medium,Open,,Military,,2.0,2.0,3.0,5.0,,,,30.64,87.152,1
386,12,Sunday,May,2013,02 Rajab 1434,Holiday,Weekend,Evening,Quetta,30.2095,67.0182,Balochistan,Residence IG Police & Rangers province of Balochistan,Police Rangers,High,Open,,Police_Rangers,,6.0,7.0,45.0,68.0,,,Civil Hospital,23.635,74.543,1
387,24,Friday,May,2013,14 Rajab 1434,Working Day,,Noon,Peshawar,34.0043,71.5448,KPK,Outside Jamia Uloom al-Islamia Peshawar,Religious,High,Open,Afghan Religious Leader Haji Hidayatullah,religious,,3.0,3.0,2.0,2.0,,6kg,,34.725,94.505,0
388,3,Monday,June,2013,24 Rajab 1434,Working Day,,,North waziristan,32.9746,70.1456,FATA,Razmak town 20kms to the north of Miramshah,Military,High,Open,Security Checkpost,Military,,,,2.0,2.0,,,,21.715,71.087,0
389,15,Saturday,June,2013,06 Sha’ban 1434,Working Day,Weekend,Noon,Quetta,30.2095,67.0182,Balochistan,Parking of Sardar Bahadur Khan University-Quetta,Educational,Low,Open,,Civilian,,12.0,14.0,19.0,19.0,,,Bolan Medical Complex Quetta,29.55,85.19,1
390,15,Saturday,June,2013,06 Sha’ban 1434,Working Day,Weekend,Noon,Quetta,30.2095,67.0182,Balochistan,Bolan Medical Complex,Hospital,Low,Closed,Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ,Police_Rangers,,11.0,11.0,,,,,Bolan Medical Complex Quetta,29.55,85.19,1
391,18,Tuesday,June,2013,09 Sha’ban 1434,Working Day,,4pm,Mardan,34.1982,72.0444,KPK,Zaragaranoo Kallay-Ittehad Colony Mardan,Parks Grounds,Low,Open,Police & Rangers officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target,Civilian,,27.0,34.0,52.0,60.0,,7-8kg,Tehsil Headquarters Takht Bhai-Mardan Medical Complex and Lady Reading Hospital in Peshawar,27.465,81.437,0
392,21,Friday,June,2013,12 Sha’ban 1434,Working Day,,,Peshawar,34.0043,71.5448,KPK,Gulshan Colony,Religious,High,Closed,Sectarian strife,Civilian,Shiite,14.0,15.0,28.0,30.0,,6-7Kg,Lady Reading Hospital,35.0,95.0,0
393,30,Sunday,June,2013,21 Sha’ban 1434,Holiday,Weekend,Evening,Quetta,30.2095,67.0182,Balochistan,Hazara Town,Religious,High,Open,Sectarian strife,Civilian,Shiite,28.0,30.0,65.0,70.0,,,Bolan Medical Complex Quetta-CMH-Civil Hospital,30.915,87.647,1
394,8,Monday,July,2013,29 Sha’ban 1434,Working Day,,,Hangu,33.5351,71.0713,KPK,Doaba Bazaar,Market,High,Open,Tribal elder Malik Habibullah Khan was the target,Civilian,,6.0,8.0,10.0,10.0,,,,30.72,87.296,0
395,25,Thursday,July,2013,17 Ramadhan 1434,Working Day,Ramadan,Evening,Sukkur,27.6833,68.8667,Sindh,Sukkur Barrage Colony,Police Rangers,Low,Open,Coordinated assault on ISI sukkur office building,Military,,8.0,9.0,30.0,30.0,2.0,,,36.345,97.421,0
396,26,Friday,July,2013,18 Ramadhan 1434,Working Day,Ramadan,Evening,Kuram Agency ,32.9746,70.1456,KPK,Parachinar Bazaar,Market,High,Open,,Civilian,Shiite,43.0,50.0,180.0,200.0,2.0,,Parachinar Headquarters Hospital,26.015,78.827,0
397,8,Thursday,August,2013,01 Shawwal 1434,Holiday,Eid Holidays,,Quetta,30.2095,67.0182,Balochistan,Police & Rangers Headquarters Quetta,Police Rangers,High,Open,Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day,Police_Rangers,,30.0,38.0,50.0,60.0,1.0,8kg,Civil Hospital and CMH Quetta,31.06,87.90799999999999,0
398,22,Sunday,September,2013,16 Dhul-Qi’dah 1434,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK, All Saints Church near Qissa Khawani bazaar in  Peshawar,Religious,High,Open,Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar,Civilian,,78.0,81.0,100.0,145.0,2.0,,Lady Reading Hospital,29.84,85.712,1
399,2,Wednesday,October,2013,26 Dhul-Qi’dah 1434,Working Day,,,Chaman,30.9222,66.4447,Balochistan,southwestern border crossin between Afghanistan and Pakistan,Office Building,High,Open,,Government Official,,6.0,8.0,10.0,16.0,1.0,,,24.42,75.956,0
400,3,Thursday,October,2013,27 Dhul-Qi’dah 1434,Working Day,,,Hangu,33.5351,71.0713,KPK,Spin Tall region of Hangu,Residential,High,Open,A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants,Anti_Militants,,15.0,17.0,22.0,22.0,1.0,,,25.96,78.72800000000001,0
401,11,Friday,October,2013,06 Dhul-Hijjah 1434,Working Day,,,South waziristan,32.3202,69.8597,FATA,Wana-main town of South waziristan,Military,High,Open,Military Convoy,Military,,2.0,2.0,2.0,2.0,,,,19.61,67.298,0
402,16,Wednesday,October,2013,11 Dhul-Hijjah 1434,Holiday,Eid Holidays,Evening,D.G Khan,31.8238,70.9095,KPK,Tehsil Kulachi-50km away from D.G Khan,Residential,High,Open,KP Law Minister Israrullah Gandapur was targeted and killed in the attack,Civilian,,8.0,9.0,30.0,30.0,,,,28.61,83.49799999999999,0
403,16,Saturday,November,2013,13 Muharram 1435,Holiday,Weekend,,Bannu,32.935,70.6688,KPK,Near River Kurram bridge,Mobile,High,Open,Targeted van of security forces ,Military,,0.0,0.0,7.0,7.0,,,CMH Bannu,13.09,55.562,1
404,19,Tuesday,November,2013,16 Muharram 1435,Working Day,,,North waziristan,32.9746,70.1456,FATA,Mir Ali town of Miramshah,Parks Grounds,High,Open,It is said that Bannu TTP Militant commander Saifuddin was the target,Anti_Militants,,7.0,7.0,1.0,1.0,,,,12.545,54.581,0
405,22,Friday,November,2013,19 Muharram 1435,Working Day,,10:55:00,Khyber Agency,34.0211,71.2874,KPK,Torkhan customs office in Landikotal,Office Building,Medium,Closed,,Government Official,,0.0,0.0,26.0,26.0,,5kg,Hayatabad Medical Complex-Peshawar,15.985,60.773,0
406,17,Tuesday,December,2013,14 Safar 1435,Working Day,,Evening,Rawalpindi,33.6058,73.0437,Punjab,Gracy line area near Airport,Religious,Medium,Open,Sectarian strife,Civilian,Shiite,3.0,3.0,14.0,,,,Benazir Bhutto Hospital and District Headquarters Hospital,14.39,57.902,0
407,18,Wednesday,December,2013,15 Safar 1435,Working Day,,Evening,North waziristan,32.9746,70.1456,FATA,Kharoji checkpoint-about three kilometres east of Miranshah,Military,High,Open,Targeted security checkpoint as a revenge for killing Hakimullah Mahsud,Military,,5.0,5.0,25.0,34.0,,,,8.19,46.742,0
408,20,Friday,December,2013,17 Safar 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,Pakhtoon Chowk close to Old Sabzi Mandi-Karachi,Market,Medium,Open,Inspector Shafiq Tanoli was targeted,Police_Rangers,,2.0,2.0,20.0,21.0,,,Jinnah Hospital,18.735,65.723,0
409,1,Wednesday,January,2014,29 Safar 1435,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Qambrani Road in Akhtarabad-on the outskirts of Quetta,Transport,High,Open,Sectarian strife,Civilian,Shiite,2.0,3.0,30.0,31.0,,,Bolan Medical Complex,1.605,34.889,0
410,6,Monday,January,2014,05 Rabi’ al-Awwal 1435,Working Day,,,Hangu,33.5351,71.0713,KPK,Shia-dominated Ibrahimzai area of Hangu district,Educational,High,Open,Sectarian strife,Civilian,Shiite,2.0,2.0,2.0,2.0,,,,9.235,48.623000000000005,0
411,9,Thursday,January,2014,08 Rabi’ al-Awwal 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,Near Essa Nagri at the Lyari Expressway,Mobile,Low,Open,Superintendent of Police & Rangers (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target,Police_Rangers,,3.0,3.0,7.0,11.0,,20-25kg,Agha Khan University Hospital,15.395,59.711000000000006,0
412,20,Monday,January,2014,19 Rabi’ al-Awwal 1435,Working Day,,07:45:00,Rawalpindi,33.6058,73.0437,Punjab,R.A Bazaar,Market,High,Open,TTP claimed this attack as ‘payback’ for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.,Military,,13.0,13.0,15.0,15.0,,,,11.455,52.619,0
413,23,Thursday,January,2014,22 Rabi’ al-Awwal 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Kohatroad,,,,,,,,6.0,,8.0,,,,11.11,51.998000000000005,0
414,29,Wednesday,January,2014,28 Rabi’ al-Awwal 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,North Nazimabad Police & Rangers headquarters,Military,High,Open,Police & Rangers targeted by TTP,Military,,3.0,3.0,0.0,1.0,,,Abbasi Shaheed Hospital,19.865,67.757,0
415,4,Tuesday,February,2014,04 Rabi’ al-Thani 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Kocha Risaldar area of Peshawar,Hotel,Medium,Closed,Sectarian strife,Civilian,,9.0,9.0,25.0,50.0,,5Kg,Lady Reading Hospital,10.82,51.476000000000006,0
417,10,Monday,February,2014,10 Rabi’ al-Thani 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Essa Khel Garhi area of Peshawar,Residential,Low,Open,Search operation of Security forces,Civilian,,4.0,4.0,3.0,3.0,,6kg,Lady Reading Hospital,12.535,54.563,0
418,13,Thursday,February,2014,13 Rabi’ al-Thani 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,Razzaqabad Police & Rangers training college in Karachi's Shah Latif Town,Police Rangers,High,Open,TTP revenge,Police_Rangers,,11.0,13.0,36.0,47.0,,25-30kg,Jinnah Hospital,20.305,68.54899999999999,0
419,24,Monday,February,2014,24 Rabi’ al-Thani 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Iranian consulate in University Town,Mobile,High,Open,Sectarian strife,Military,,2.0,3.0,8.0,10.0,,60kg,Lady Reading Hospital,16.13,61.034,0
420,3,Monday,March,2014,02 Jumada al-Ula 1435,Working Day,,,Islamabad,33.718,73.0718,Capital,District court in Islamabadsector F-8,Office Building,Medium,Open,Judge with Laal masjid case,Government Official,,11.0,11.0,24.0,29.0,,,Pakistan Institute of Medical Sciences,10.81,51.458,0
421,14,Friday,March,2014,13 Jumada al-Ula 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Sarband Area on the outskirts of city,Police Rangers,High,Open,Police & Rangers patrol,Police_Rangers,,8.0,11.0,32.0,45.0,,14kg,Lady Reading Hospital,17.68,63.824,0
422,24,Thursday,April,2014,24 Jumada al-Akhirah 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,Near old vegetable market,Market,High,Open,Police & Rangers Inspector Ishfaq Tanoli was the target of the blast,Police_Rangers,,2.0,4.0,2.0,15.0,,,,30.56,87.008,0
423,11,Sunday,May,2014,12 Rajab 1435,Holiday,Weekend,12:40:00,Peshawar,34.0043,71.5448,KPK,Inside a mosque in Shahi Bagh area near Tirah IDPs registration center,Religious,High,Closed,IDPs of Tirah Valley,Civilian,,4.0,5.0,9.0,11.0,,10kg,Lady Reading Hospital,25.31,77.558,1
424,4,Wednesday,June,2014,06 Sha’ban 1435,Working Day,,09:20:00,Fateh Jang,33.5689,72.6378,Punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,Mobile,Low,Open,Security forces vehicle,Military,,5.0,5.0,5.0,5.0,,2kg,DHQ Fateh Jang,31.055,87.899,0
425,8,Sunday,June,2014,10 Sha’ban 1435,Holiday,Weekend,,Taftan,28.28,62.35,Balochistan,Hotel in Taftan near the Pakistan-Iran border,Hotel,High,Closed,Shia pilgrims,Civilian,Shiite,23.0,30.0,7.0,16.0,,,CMH Quetta,27.51,81.518,1
426,9,Monday,June,2014,11 Sha’ban 1435,Working Day,,,Karachi,24.9918,66.9911,Sindh,Jinnah Airport-Airport Road Karachi,,,,,,,,28.0,,24.0,,,,32.695,90.851,0
427,19,Thursday,June,2014,21 Sha’ban 1435,Working Day,,,Peshawar,34.0043,71.5448,KPK,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar,Residential,Medium,Closed,Farman Ullah-the leader of anti-militants lashkar,Civilian,,1.0,2.0,5.0,5.0,,,Lady Reading Hospital,32.965,91.337,0
428,24,Tuesday,June,2014,26 Sha’ban 1435,Working Day,,,North waziristan,32.9746,70.1456,FATA,Near a military checkpost in Spinwam village in Shawal valley,Hospital,High,Open,Operation Zarb-e-Azab,Military,,3.0,3.0,1.0,1.0,,,,28.265,82.87700000000001,0
430,4,Saturday,October,2014,10 Dhul-Hijjah 1435,Working Day,Weekend,Night,Quetta,30.2095,67.0182,Balochistan,Near a girls high school in Hazara Town,Educational,High,Open,Hazara ethnic shitte group,Civilian,Shiite,5.0,5.0,12.0,12.0,,,Bolan Medical Complex Hospital-Combined Military Hospital (CMH),26.59,79.862,1
431,15,Wednesday,October,2014,21 Dhul-Hijjah 1435,Working Day,,,Tirah Valley,33.8679,70.51364,FATA,Pir Mela Area of Tirah Valley in Khyber Agency,,,,,,,,7.0,,5.0,,,,17.21,62.978,0
433,2,Sunday,November,2014,09 Muharram 1436,Holiday,Weekend,,Wagah,31.6047,74.5729,Punjab,Pak-India Border Crossing on Grand Trunk Road,Military,High,open,,Civilian,,45.0,55.0,70.0,120.0,,15KG,General Hospital Lahore-,22.18,71.92399999999999,1
434,16,Tuesday,December,2014,24 Safar 1436,Working Day,,,Peshawar,34.0043,71.5448,KPK,Army Public School,,,,,,,,148.0,,132.0,,,,9.86,49.748000000000005,0
435,28,Sunday,December,2014,06 Rabi’ al-Awwal 1436,Weekend,Weekend,,Zhob,31.35,69.45,Balochistan,Ismailzai,,,,,,,,2.0,,0.0,,,,8.445,47.201,1
436,30,Friday,January,2015,10 Rabi’ al-Thani 1436,Working Day,,,Shikarpur,28.0,68.6667,Sindh,Imambargah,,,,,,,60.0,62.0,,39.0,,,,16.225,61.205,0
437,13,Friday,February,2015,24 Rabi’ al-Thani 1436,Working Day,,,Peshawar,34.0043,71.5448,KPK,Imambargah,,,,,,,,21.0,,60.0,,,,17.235,63.023,0
438,17,Tuesday,February,2015,28 Rabi’ al-Thani 1436,Working Day,,,Lahore,31.5451,74.3407,Punjab,Near Police & Rangers Line ,,,,,,,5.0,9.0,,,,,,18.68,65.624,0
439,18,Wednesday,February,2015,29 Rabi’ al-Thani 1436,Working Day,,,Rawalpindi,33.6,73.0333,Punjab,Qasre-sina Imambargah-kurri road,,,,,,,,5.0,,6.0,,,,15.25,59.45,0
440,15,Sunday,March,2015,24 Jumada al-Ula 1436,Weekend,Weekend,,Lahore,31.5451,74.3407,Punjab,Outside Church,,,,,,,,17.0,70.0,72.0,,,,18.63,65.53399999999999,1
441,20,Friday,March,2015,29 Jumada al-Ula 1436,Working Day,,,Karachi,24.9918,66.9911,Sindh,Roadside Qalandria Chowk North Nazimabad,,,,,,,2.0,3.0,0.0,0.0,,,,27.0,80.6,0
442,6,Wednesday,May,2015,17 Rajab 1436,Working Day,,,Kuram Agency ,32.9746,70.1456,FATA, outside a high-school football ground in Alizai area of Lower Kuram Agency ,,,,,,,2.0,3.0,,3.0,,,Ali Zai Hospital,25.985,78.773,0
443,26,Tuesday,May,2015,08 Sha’ban 1436,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,Police_Rangers,,1.0,2.0,,,,,,33.05,91.49,0
444,26,Tuesday,May,2015,08 Sha’ban 1436,Working Day,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,,,,5.0,,,,,,33.05,91.49,0
445,29,Friday,May,2015,11 Sha’ban 1436,Working Day,,,Lahore,31.5451,74.3407,Punjab,Kalma Chowk near  Qaddafi Stadium,,,,,,,1.0,2.0,,6.0,,,,34.08,93.344,0
446,6,Saturday,June,2015,19 Sha’ban 1436,Weekend,Weekend,,Sargodha,32.0836,72.6711,Punjab,near Ghausia Market Sargodha,,,,,,,,2.0,,6.0,,,,29.9,85.82,1
447,8,Monday,June,2015,21 Sha’ban 1436,Working Day,,,North waziristan,32.9746379,70.1455,FATA,near the Afghan border in Pakistan's restive North Waziristan tribal area,,,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,,,7.0,19.0,,,,,,26.82,80.27600000000001,0
448,11,Thursday,June,2015,24 Sha’ban 1436,Working Day,,,Peshawar,34.0043,71.5448,KPK,Peshawar’s Hayatabad area ,,,,,,,1.0,2.0,4.0,7.0,,,,30.58,87.044,0
451,16,Sunday,August,2015,01 Dhul-Qi’dah 1436,Holiday,Weekend,,Attock,33.768734,72.362147,Punjab,Political office in Attock’s Shadi Khan area,,,, Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village AttockSunday along with 16 others.,,,16.0,19.0,23.0,25.0,,,,28.655,83.579,1
452,27,Thursay,August,2015,12 Dhul-Qi’dah 1436,Working Day,,,MULTAN,30.193635999999998,71.449009,Punjab, house in the town of Pir Mahal,,,,,,,4.0,4.0,,2.0,,,,33.575,92.435,0
453,1,Tuesday,September,2015,17 Dhul-Qi’dah 1436,Working Day,,,Khyber Agency,34.021103000000004,71.287421,KPK, a local government office in Jamrud Bazaar area   Khyber Agency,,,,,,,3.0,6.0,50.0,56.0,,,Hayatabad Medical Complex,28.225,82.805,0
454,20,Sunday,September,2015,07 Dhul-Hijjah 1436,Holiday,Weekend,,Karachi,24.879503,67.174575,Sindh,Residential Building in Rafah-e-Aam Society in Karachi,Residential,Low,closed,A suicide bomber blew himself up during a joint action by Police & Rangers and Police & Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 Police & Rangers officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,Police_Rangers,,1.0,,2.0,,1.0,,,35.0,95.0,1
455,14,Wednesday,October,2015,01 Muharram 1437,Working Day,Islamic New Year,,Taunsa,30.712665,70.658161,Punjab,At PoliticalParty MP's office on College road Taunsa DGK.,,,,Public meeting with MPA was targeted at political party office.,,,7.0,,10.0,20.0,1.0,13KG,,29.11,84.398,0
456,22,Thursday,October,2015,09 Muharram 1437,Holiday,Ashura,,Quetta,30.182971000000002,66.998734,Balochistan,Shiite mosque in southwest Pakistan's Sibi district ,Religious,,closed,"Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ",Religious,Shiite,10.0,11.0,12.0,15.0,1.0,,Bhag Hospital,16.25,61.25,0
457,23,Friday,October,2015,10 Muharram 1437,Holiday,Ashura,,Jacobabad,28.274681,68.712889,Sindh,Attack on Muharram Procession in Jacobabad near Lashari Muhalla,,,,Attack on Muharram procession,Religious,Shiite,22.0,23.0,40.0,40.0,,,Jacobabad Civil Hospital,28.59,83.462,0
458,29,Tuesday,December,2015,18 Rabi’ al-Awwal 1437,Working Day,,,Mardan,34.200114,72.050801,KPK,NADRA office Nisatta Road  Mardan,Government,,,,Civilian,,21.0,26.0,50.0,56.0,,8KG,district headquarters hospitaldistrict headquarters hospital,13.53,56.354,0
459,13,Wednesday,January,2016,03 Rabi’ al-Thani 1437,Working Day,,,Quetta,30.165685999999997,67.00178,Balochistan, Polio centre in Satellite town Quetta,,,,Attack on Polio Centre,Civilian,,15.0,15.0,25.0,36.0,,8KG,"Civil Hospital, CMH",6.855,44.339,0
460,19,Tuesday,January,2016,09 Rabi’ al-Thani 1437,Working Day,,,Peshawar,33.999533,71.42502,KPK, check post in Karkhano Market- adjacent to Jamrud in Khyber Agency,,,,Attack on Check Post,,,10.0,12.0,20.0,25.0,1.0,,Hayatabad Medical Complex,11.645,52.961000000000006,0
461,29,Friday,January,2016,19 Rabi’ al-Thani 1437,Working Day,,,Zhob,31.341261,69.448659,Balochistan,Suicide Bomber Attacks Army Facility ,,,,,Army,,0.0,0.0,5.0,6.0,1.0,,Civil Hospital Zhob,11.125,52.025,0
462,6,Saturday,February,2016,27 Rabi’ al-Thani 1437,Working Day,Weekend,,Quetta,30.199804999999998,67.010157,Balochistan,Attack on vehicle of Frontier Corps  near Liaquat Park Quetta,,,, Attack on vehicle of Frontier Corps ,Frontier Corps ,,9.0,11.0,30.0,35.0,1.0,8-10KG,Civil Hospital Quetta- CMH,9.945,49.901,1
463,7,Saturday,March,2016,27 Jumada al-Ula 1437,Working Day,Weekend,,Shabqadar-Charsadda,34.149433,71.742781,KPK,Attack outside of session court in Shab-Qadar Charsadda,,,,,,,10.0,20.0,27.0,31.0,1.0,,Lady Reading Hospital,16.715,62.086999999999996,1
464,27,Sunday,March,2016,18 Jumada al-Akhirah 1437,Holiday,Weekend,,Lahore,31.512929999999997,74.28899,Punjab,Attack in children's play area of Park in Lahore,,,,,,Christian,70.0,72.0,233.0,300.0,1.0,8-10KG,"Jinnah Hospital,Sheikh Zaid Hospital,Services Hospital,Farooq Hospital,Meo Hospital,Bajwa Hospital",22.565,72.617,1
465,16,Saturday,April,2016,09 Rajab 1437,Working Day,Weekend,,Khyber Agency,34.047839,71.28436,FATA,Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency,Residential,High,closed,,Civilian,,2.0,2.0,0.0,0.0,1.0,,,25.405,77.729,1
466,19,Tuesday,April,2016,12 Rajab 1437,Working Day,,,Mardan,34.207854,72.049453,KPK,Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District,Government,High,closed,Attack on Mardan Excise and Taxation Department,Government Official,,1.0,1.0,10.0,18.0,1.0,8-10KG,,23.105,73.589,0
467,30,Monday,May,2016,23 Sha’ban 1437,Working Day,,,Mardan,34.195682,72.037771,KPK,Mardan City Police & Rangers Station,Police Rangers,High,Open,"Attack on City Police & Rangers Station, Mardan",Police_Rangers,,1.0,1.0,12.0,15.0,1.0,8-10KG,Mardan district hospital.,30.02,86.036,0
468,8,Monday,August,2016,05 Dhul-Qi’dah 1437,Working Day,,,Quetta,30.194225,67.008822,Balochistan,"Civil Hospital, Quetta",Government,High,Closed,The fatalities were mainly advocates,Advocates_Lawyers,,70.0,70.0,112.0,120.0,,8KG,,29.585,85.25299999999999,0
469,2,Friday,September,2016,01 Dhul-Hijjah 1437,Working Day,,05:50:00,Mardan,34.195776,72.036565,KPK,Mardan District Court,Government,High,closed,"Attack on District Court, Mardan",Civilian,,13.0,14.0,52.0,60.0,1.0,6KG,,27.805,82.04899999999999,0
470,13,Tuesday,September,2016,12 Dhul-Hijjah 1437,Holiday,Eid-ul-azha,07:30:00,Shikarpur,28.002717999999998,68.730383,Sindh,Imambargah,Religious,High,Closed,Attack on Shia Imambargah on Eid ul Azha Prayer,religious,Shiite,0.0,0.0,10.0,13.0,,,,31.945,89.501,0
471,16,Friday,September,2016,15 Dhul-Hijjah 1437,Working Day,,13:30:00,Mohmand agency ,34.400331,71.560424,FATA,"Jamea Masjid, Pai Khan",Religious,High,Closed,Attack on Masjid During Jumma Prayer,religious,,16.0,36.0,22.0,,1.0,,District Headquarters Hospital (DHQ) Bajaur Agency,28.68,83.624,0
472,25,Tuesday,October,2016,24 Muharram 1438,Working Day,,12:00am,Quetta,30.14283,66.98195,Balochistan,Police & Rangers training center,Government,High,Closed,"Attack on Police & Rangers Training Center, Saryab Road, Quetta",Police_Rangers,,58.0,61.0,100.0,165.0,2.0,8-10 KG,,14.545,58.181000000000004,0
473,12,Saturday,November,2016,12 Safar 1438,Weekend,Weekend,18:00:00,Khuzdar,25.776775,67.02239,Balochistan,Dargah Shah Noorani Shrine,Religious,High,Closed,Attack on Dargah Shah Noorani in Khuzdar district,Civilian,,45.0,52.0,100.0,100.0,1.0,,"Hub, Khuzdar, Lasbella and Civil Hospital in Karachi",,,1
474,26,Saturday,November,2016,26 Safar 1438,Weekend,Weekend,06:00:00,Mohmand agency ,34.325826,71.398789,FATA,FC Check Post,Military,High,Open,"Attack Camp of Mohmand Rifles in Mohmand agency Headquarters, Ghalani, Mohmand agency ",Military,,2.0,2.0,14.0,14.0,4.0,,,17.63,63.733999999999995,1
475,7,Tuesday,February,2017,10 Jumada al-Ula 1438,Working Day,,05:00:00,Bannu,32.949814,70.60908,KPK,"Police & Rangers Station Mandan, Bannu",Police Rangers,High,Open,"Attack on Mandan Police & Rangers Station, Bannu",Police_Rangers,,0.0,0.0,2.0,2.0,1.0, 20 KG,DHQ Hospital Bannu,19.0,,0
476,13,Monday,February,2017,16 Jumada al-Ula 1438,Working Day,,18:00:00,Lahore,31.555382,74.331873,Punjab,"Mall road, Lahore",Government,High,Open,Attack on pharmaceutical protest,Civilian,,14.0,18.0,83.0,90.0,1.0,,1. Mayo Hospital 2.  Sir Ganga Ram Hospital,16.255,61.25899999999999,0
477,15,Wednesday,February,2017,18 Jumada al-Ula 1438,Working Day,,08:00:00,"Ghallanai, Mohmand agency ",34.5,71.333333,FATA,"main gate of Mohmand agency headquarters, Ghallanai",Residential,High,Open,Attack on paramilitary HQ,Army,,5.0,8.0,0.0,3.0,1.0,,Lady Reading Hospital,11.115,52.007,0
478,15,Wednesday,February,2017,18 Jumada al-Ula 1438,Working Day,,15:30:00,Hayatabad,33.986111, 71.456944,KPK,Hayatabad Medical Complex,Residential,Medium,Open,inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex,Civilian Judges,,1.0,1.0,4.0,18.0,1.0,15 KG,Hayatabad Medical Complex,16.63,61.934,0
479,15,Wednesday,February,2017,18 Jumada al-Ula 1438,Working Day,,09:00:00,"Mosal Kor, Mohmand agency ",34.553808000000004,71.434141,FATA,Office of political agent,Government,High,,,Government Official,,1.0,1.0,0.0,0.0,1.0,,,,,0
480,16,Thursday,February,2017,19 Jumada al-Ula 1438,Working Day,,18:00:00,Sehwan town,26.419314,67.859373,Sindh,Lal Shahbaz Qalandar shrine,Religious,High,Closed,Attack on shia community,Shia sect,Shiite,70.0,72.0,150.0,200.0,1.0,,1. Sehwan Taluka Hospital 2. Combined Military Hospital Hyderabad,23.71,74.678,0
